udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,source_dataset,twf,hdf,pwf,osf,rnf,failure_family
962,L48141,L,295.8,306.5,1493,40.5,90,0,No Failure,merged,0,0,0,0,0,No Failure
408,M15267,M,297.4,308.5,1600,42.1,190,0,No Failure,merged,0,0,0,0,0,No Failure
9770,L56949,L,298.6,309.6,1386,48.6,25,0,No Failure,merged,0,0,0,0,0,No Failure
51,L47230,L,298.9,309.1,2861,4.6,143,1,Power Failure,merged,0,0,1,0,0,Power Failure
6790,M21649,M,301.1,310.5,1646,30.7,76,0,No Failure,merged,0,0,0,0,0,No Failure
9163,M24022,M,297.6,308.6,1509,39.7,166,0,No Failure,merged,0,0,0,0,0,No Failure
1803,H31216,H,298.1,307.6,1496,44.1,104,0,No Failure,merged,0,0,0,0,0,No Failure
7626,L54805,L,300.6,311.7,1556,34.9,76,0,No Failure,merged,0,0,0,0,0,No Failure
5276,L52455,L,303.7,313.1,1423,41.2,124,0,No Failure,merged,0,0,0,0,0,No Failure
958,M15817,M,295.7,306.4,1387,40.1,81,0,No Failure,merged,0,0,0,0,0,No Failure
4198,L51377,L,302.4,311.0,1573,36.5,193,0,No Failure,merged,0,0,0,0,0,No Failure
7237,M22096,M,299.8,310.0,1460,37.1,169,0,No Failure,merged,0,0,0,0,0,No Failure
3994,L51173,L,302.3,311.3,1324,47.8,131,0,No Failure,merged,0,0,0,0,0,No Failure
1324,L48503,L,298.9,310.1,1361,51.7,192,0,No Failure,merged,0,0,0,0,0,No Failure
1510,L48689,L,298.0,308.5,1429,37.7,220,1,Tool Wear Failure,merged,1,0,0,0,0,Tool Wear Failure
3279,L50458,L,301.3,310.0,1506,40.8,11,0,No Failure,merged,0,0,0,0,0,No Failure
9574,L56753,L,299.7,310.9,1491,40.1,195,0,No Failure,merged,0,0,0,0,0,No Failure
5848,L53027,L,301.4,311.3,1397,42.3,48,0,No Failure,merged,0,0,0,0,0,No Failure
5885,M20744,M,301.3,311.1,1438,43.0,137,0,No Failure,merged,0,0,0,0,0,No Failure
5640,L52819,L,302.6,312.1,1668,28.7,180,1,Random Failures,merged,0,0,0,0,1,Random Failures
8485,L55664,L,298.4,309.5,1397,50.3,110,0,No Failure,merged,0,0,0,0,0,No Failure
5222,L52401,L,303.9,313.0,1626,31.4,209,0,No Failure,merged,0,0,0,0,0,No Failure
5340,M20199,M,303.4,312.7,1594,32.8,79,0,No Failure,merged,0,0,0,0,0,No Failure
60,L47239,L,298.8,309.1,1378,54.4,165,0,No Failure,merged,0,0,0,0,0,No Failure
9921,H39334,H,298.5,308.7,1450,43.9,28,0,No Failure,merged,0,0,0,0,0,No Failure
124,L47303,L,298.9,308.7,1546,43.4,114,0,No Failure,merged,0,0,0,0,0,No Failure
3758,M18617,M,302.2,311.1,1516,33.7,158,0,No Failure,merged,0,0,0,0,0,No Failure
5616,M20475,M,303.0,312.2,1257,71.3,122,1,Power Failure,merged,0,0,1,0,0,Power Failure
4474,L51653,L,302.7,310.5,1551,35.9,6,0,No Failure,merged,0,0,0,0,0,No Failure
1426,L48605,L,298.6,309.7,1356,54.0,6,0,No Failure,merged,0,0,0,0,0,No Failure
2958,L50137,L,300.8,309.6,1498,45.8,47,0,No Failure,merged,0,0,0,0,0,No Failure
2282,L49461,L,299.3,308.7,1536,38.9,94,0,No Failure,merged,0,0,0,0,0,No Failure
743,L47922,L,296.8,308.2,1643,34.7,191,0,No Failure,merged,0,0,0,0,0,No Failure
8251,M23110,M,299.0,310.4,1394,45.2,122,0,No Failure,merged,0,0,0,0,0,No Failure
1997,M16856,M,298.4,308.0,1416,38.2,198,1,Tool Wear Failure,merged,1,0,0,0,0,Tool Wear Failure
55,L47234,L,298.7,309.0,1691,30.1,154,0,No Failure,merged,0,0,0,0,0,No Failure
1627,M16486,M,297.9,307.8,1303,59.3,75,0,No Failure,merged,0,0,0,0,0,No Failure
4955,L52134,L,303.7,312.6,1702,29.1,141,0,No Failure,merged,0,0,0,0,0,No Failure
1326,H30739,H,298.8,310.1,1567,36.8,197,0,No Failure,merged,0,0,0,0,0,No Failure
4190,L51369,L,302.4,310.9,1560,31.8,172,0,No Failure,merged,0,0,0,0,0,No Failure
7866,L55045,L,300.5,311.9,1383,50.5,35,0,No Failure,merged,0,0,0,0,0,No Failure
3734,L50913,L,302.2,311.1,1470,39.6,97,0,No Failure,merged,0,0,0,0,0,No Failure
3113,M17972,M,299.8,309.1,1355,56.7,7,0,No Failure,merged,0,0,0,0,0,No Failure
3254,L50433,L,301.1,309.6,1502,48.9,160,0,No Failure,merged,0,0,0,0,0,No Failure
8076,L55255,L,300.4,312.0,1366,43.0,117,0,No Failure,merged,0,0,0,0,0,No Failure
9929,M24788,M,298.4,308.5,1576,27.4,55,0,No Failure,merged,0,0,0,0,0,No Failure
7481,M22340,M,300.2,311.4,1570,35.3,138,0,No Failure,merged,0,0,0,0,0,No Failure
6359,M21218,M,300.2,309.8,1466,45.7,41,0,No Failure,merged,0,0,0,0,0,No Failure
7597,L54776,L,300.5,311.1,1547,37.2,7,0,No Failure,merged,0,0,0,0,0,No Failure
6982,H36395,H,300.8,311.2,1612,32.5,143,0,No Failure,merged,0,0,0,0,0,No Failure
7138,M21997,M,300.6,310.0,1486,41.2,127,0,No Failure,merged,0,0,0,0,0,No Failure
4716,L51895,L,303.4,311.7,1476,42.3,180,0,No Failure,merged,0,0,0,0,0,No Failure
4637,L51816,L,303.0,311.3,1466,43.0,210,0,No Failure,merged,0,0,0,0,0,No Failure
9716,L56895,L,299.1,310.1,1373,55.6,108,0,No Failure,merged,0,0,0,0,0,No Failure
9739,L56918,L,299.0,310.0,1509,38.0,168,0,No Failure,merged,0,0,0,0,0,No Failure
4080,L51259,L,302.0,310.5,1978,22.0,106,0,No Failure,merged,0,0,0,0,0,No Failure
4103,L51282,L,302.0,310.4,1450,46.6,165,0,No Failure,merged,0,0,0,0,0,No Failure
322,L47501,L,297.8,308.4,1518,32.5,190,0,No Failure,merged,0,0,0,0,0,No Failure
8400,L55579,L,298.6,309.7,1294,59.4,104,0,No Failure,merged,0,0,0,0,0,No Failure
6280,L53459,L,301.3,310.8,1432,54.4,51,0,No Failure,merged,0,0,0,0,0,No Failure
3489,L50668,L,301.9,310.9,1379,54.8,99,0,No Failure,merged,0,0,0,0,0,No Failure
1640,M16499,M,297.9,307.8,1450,43.5,106,0,No Failure,merged,0,0,0,0,0,No Failure
201,L47380,L,298.4,308.6,1609,35.0,103,0,No Failure,merged,0,0,0,0,0,No Failure
6582,L53761,L,301.4,310.4,1559,36.0,196,0,No Failure,merged,0,0,0,0,0,No Failure
2618,L49797,L,299.4,309.1,1670,35.9,68,0,No Failure,merged,0,0,0,0,0,No Failure
8825,M23684,M,297.3,308.9,1799,24.5,137,0,No Failure,merged,0,0,0,0,0,No Failure
7384,M22243,M,299.7,310.4,1410,44.5,105,0,No Failure,merged,0,0,0,0,0,No Failure
1498,L48677,L,298.0,308.7,1629,34.3,191,0,No Failure,merged,0,0,0,0,0,No Failure
7170,L54349,L,300.3,310.2,1492,52.3,2,0,No Failure,merged,0,0,0,0,0,No Failure
775,L47954,L,296.8,307.9,1448,48.8,31,0,No Failure,merged,0,0,0,0,0,No Failure
8614,M23473,M,297.5,308.5,1401,50.5,6,0,No Failure,merged,0,0,0,0,0,No Failure
3160,H32573,H,300.4,309.8,1409,47.5,138,0,No Failure,merged,0,0,0,0,0,No Failure
5108,L52287,L,303.9,313.2,1540,44.4,119,0,No Failure,merged,0,0,0,0,0,No Failure
1061,H30474,H,296.7,307.9,1424,53.8,133,0,No Failure,merged,0,0,0,0,0,No Failure
7744,L54923,L,300.5,311.9,1710,28.4,158,0,No Failure,merged,0,0,0,0,0,No Failure
6878,M21737,M,300.8,311.2,1488,40.1,87,0,No Failure,merged,0,0,0,0,0,No Failure
8224,L55403,L,299.1,310.5,1329,54.9,58,0,No Failure,merged,0,0,0,0,0,No Failure
6858,L54037,L,301.1,311.3,1622,35.6,34,0,No Failure,merged,0,0,0,0,0,No Failure
8618,L55797,L,297.6,308.6,1529,45.3,15,0,No Failure,merged,0,0,0,0,0,No Failure
6849,M21708,M,301.1,311.3,1389,53.3,8,0,No Failure,merged,0,0,0,0,0,No Failure
5587,M20446,M,302.4,311.8,1557,31.5,49,0,No Failure,merged,0,0,0,0,0,No Failure
5927,L53106,L,300.2,310.1,1440,51.1,41,0,No Failure,merged,0,0,0,0,0,No Failure
650,M15509,M,297.7,309.2,1732,28.8,152,0,No Failure,merged,0,0,0,0,0,No Failure
6438,L53617,L,300.4,310.0,1282,66.1,40,0,No Failure,merged,0,0,0,0,0,No Failure
4219,M19078,M,302.0,310.6,1479,40.5,24,0,No Failure,merged,0,0,0,0,0,No Failure
8751,L55930,L,297.3,308.5,1764,30.8,148,0,No Failure,merged,0,0,0,0,0,No Failure
9023,L56202,L,297.4,308.3,1548,46.6,7,0,No Failure,merged,0,0,0,0,0,No Failure
9585,L56764,L,299.3,310.5,1529,41.3,17,0,No Failure,merged,0,0,0,0,0,No Failure
723,L47902,L,297.5,308.9,1427,44.7,135,0,No Failure,merged,0,0,0,0,0,No Failure
2702,L49881,L,299.9,309.2,1333,50.8,61,0,No Failure,merged,0,0,0,0,0,No Failure
3416,L50595,L,301.4,310.4,1579,36.9,133,0,No Failure,merged,0,0,0,0,0,No Failure
8577,L55756,L,297.6,308.3,1523,39.5,137,0,No Failure,merged,0,0,0,0,0,No Failure
6496,M21355,M,300.6,309.8,1694,31.1,187,0,No Failure,merged,0,0,0,0,0,No Failure
8879,L56058,L,298.1,309.2,1802,26.9,83,0,No Failure,merged,0,0,0,0,0,No Failure
4952,L52131,L,303.8,312.7,1596,36.6,134,0,No Failure,merged,0,0,0,0,0,No Failure
8213,H37626,H,299.2,310.5,1329,48.9,30,0,No Failure,merged,0,0,0,0,0,No Failure
493,L47672,L,297.5,309.3,1404,43.5,195,0,No Failure,merged,0,0,0,0,0,No Failure
6343,M21202,M,300.3,309.8,1444,42.0,3,0,No Failure,merged,0,0,0,0,0,No Failure
5977,H35390,H,300.5,310.6,1378,51.5,166,0,No Failure,merged,0,0,0,0,0,No Failure
8024,H37437,H,300.9,312.0,1397,42.7,212,0,No Failure,merged,0,0,0,0,0,No Failure
9746,L56925,L,298.8,310.0,1611,32.4,183,0,No Failure,merged,0,0,0,0,0,No Failure
7195,L54374,L,300.1,310.1,1380,52.6,59,0,No Failure,merged,0,0,0,0,0,No Failure
713,L47892,L,297.5,308.7,1453,37.6,112,0,No Failure,merged,0,0,0,0,0,No Failure
738,H30151,H,296.9,308.3,1474,39.2,177,0,No Failure,merged,0,0,0,0,0,No Failure
3626,M18485,M,302.1,311.4,1467,43.4,33,0,No Failure,merged,0,0,0,0,0,No Failure
6952,L54131,L,300.8,311.3,1524,43.5,71,0,No Failure,merged,0,0,0,0,0,No Failure
5911,M20770,M,300.8,310.3,1458,43.4,0,0,No Failure,merged,0,0,0,0,0,No Failure
8299,H37712,H,298.7,310.1,1435,45.6,37,0,No Failure,merged,0,0,0,0,0,No Failure
9984,L57163,L,298.7,308.4,1694,28.7,195,0,No Failure,merged,0,0,0,0,0,No Failure
257,L47436,L,298.1,308.3,1331,63.0,13,0,No Failure,merged,0,0,0,0,0,No Failure
4711,L51890,L,303.4,311.7,1673,32.2,166,0,No Failure,merged,0,0,0,0,0,No Failure
4460,L51639,L,302.6,310.4,1743,26.3,191,0,No Failure,merged,0,0,0,0,0,No Failure
612,L47791,L,298.1,310.0,1553,40.9,49,0,No Failure,merged,0,0,0,0,0,No Failure
7338,L54517,L,299.9,310.5,1539,32.8,213,0,No Failure,merged,0,0,0,0,0,No Failure
2154,H31567,H,299.3,308.8,1397,45.4,191,0,No Failure,merged,0,0,0,0,0,No Failure
591,L47770,L,297.5,309.4,1517,36.7,233,0,No Failure,merged,0,0,0,0,0,No Failure
7681,L54860,L,300.7,311.7,1395,43.7,215,0,No Failure,merged,0,0,0,0,0,No Failure
4185,L51364,L,302.2,310.6,1334,53.2,159,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
644,M15503,M,297.8,309.4,1495,36.5,132,0,No Failure,merged,0,0,0,0,0,No Failure
5936,L53115,L,300.5,310.5,1646,34.5,63,0,No Failure,merged,0,0,0,0,0,No Failure
3748,L50927,L,302.5,311.1,1499,38.8,135,0,No Failure,merged,0,0,0,0,0,No Failure
8084,L55263,L,300.1,311.4,1438,42.2,139,0,No Failure,merged,0,0,0,0,0,No Failure
217,L47396,L,298.3,308.6,1499,38.3,142,0,No Failure,merged,0,0,0,0,0,No Failure
7477,L54656,L,300.2,311.5,1492,41.8,128,0,No Failure,merged,0,0,0,0,0,No Failure
8792,M23651,M,297.4,308.5,1412,45.5,49,0,No Failure,merged,0,0,0,0,0,No Failure
6046,L53225,L,300.8,310.9,1311,55.8,118,0,No Failure,merged,0,0,0,0,0,No Failure
3784,H33197,H,302.2,310.8,1397,47.6,11,0,No Failure,merged,0,0,0,0,0,No Failure
9896,L57075,L,298.8,309.4,1387,54.1,171,0,No Failure,merged,0,0,0,0,0,No Failure
6107,L53286,L,300.9,311.0,1432,48.1,59,0,No Failure,merged,0,0,0,0,0,No Failure
3306,M18165,M,301.3,310.4,1577,48.3,78,0,No Failure,merged,0,0,0,0,0,No Failure
4414,M19273,M,302.7,310.5,1398,47.3,70,0,No Failure,merged,0,0,0,0,0,No Failure
5923,L53102,L,300.5,310.3,1435,43.3,31,0,No Failure,merged,0,0,0,0,0,No Failure
3285,H32698,H,301.2,309.9,1362,50.7,25,0,No Failure,merged,0,0,0,0,0,No Failure
4239,M19098,M,302.3,311.0,1521,34.8,72,0,No Failure,merged,0,0,0,0,0,No Failure
2039,L49218,L,299.0,308.8,1405,55.2,103,0,No Failure,merged,0,0,0,0,0,No Failure
8169,L55348,L,299.7,311.1,1690,30.6,148,0,No Failure,merged,0,0,0,0,0,No Failure
258,L47437,L,298.0,308.0,1615,29.5,15,0,No Failure,merged,0,0,0,0,0,No Failure
9945,L57124,L,298.3,307.9,1399,47.8,99,0,No Failure,merged,0,0,0,0,0,No Failure
7182,L54361,L,300.2,310.3,1331,52.1,30,0,No Failure,merged,0,0,0,0,0,No Failure
8374,M23233,M,298.7,309.7,1362,50.5,34,0,No Failure,merged,0,0,0,0,0,No Failure
1620,L48799,L,297.9,307.7,1590,34.6,57,0,No Failure,merged,0,0,0,0,0,No Failure
1532,H30945,H,298.1,309.0,1438,41.4,60,0,No Failure,merged,0,0,0,0,0,No Failure
9538,M24397,M,299.3,310.6,1457,42.1,104,0,No Failure,merged,0,0,0,0,0,No Failure
8500,L55679,L,298.4,309.6,1655,30.2,146,0,No Failure,merged,0,0,0,0,0,No Failure
5669,M20528,M,302.2,311.4,1432,45.3,33,0,No Failure,merged,0,0,0,0,0,No Failure
3213,L50392,L,300.3,309.2,1649,32.4,50,0,No Failure,merged,0,0,0,0,0,No Failure
1501,M16360,M,298.0,308.7,2101,17.4,198,0,No Failure,merged,0,0,0,0,0,No Failure
5950,M20809,M,300.7,310.8,1506,44.0,97,0,No Failure,merged,0,0,0,0,0,No Failure
8114,L55293,L,300.4,311.7,1459,45.6,3,0,No Failure,merged,0,0,0,0,0,No Failure
9251,H38664,H,298.3,309.0,1823,25.9,181,0,No Failure,merged,0,0,0,0,0,No Failure
5391,H34804,H,302.8,312.3,1483,47.2,223,0,No Failure,merged,0,0,0,0,0,No Failure
8027,L55206,L,300.7,311.9,1399,50.2,222,1,Overstrain Failure,merged,0,0,0,1,0,Overstrain Failure
1936,M16795,M,298.1,307.9,1377,55.1,42,0,No Failure,merged,0,0,0,0,0,No Failure
3608,L50787,L,301.6,310.7,1638,33.8,196,0,No Failure,merged,0,0,0,0,0,No Failure
168,H29581,H,298.4,308.3,1458,42.9,15,0,No Failure,merged,0,0,0,0,0,No Failure
2763,L49942,L,299.8,309.2,1479,44.4,214,0,No Failure,merged,0,0,0,0,0,No Failure
751,L47930,L,296.7,308.0,1535,36.8,210,0,No Failure,merged,0,0,0,0,0,No Failure
2465,M17324,M,298.9,308.5,1534,42.9,121,0,No Failure,merged,0,0,0,0,0,No Failure
7135,M21994,M,300.5,310.0,1406,50.2,119,0,No Failure,merged,0,0,0,0,0,No Failure
8765,L55944,L,297.4,308.8,1620,33.4,186,0,No Failure,merged,0,0,0,0,0,No Failure
1191,L48370,L,297.2,308.4,1460,42.1,41,0,No Failure,merged,0,0,0,0,0,No Failure
5409,L52588,L,302.6,312.4,1628,33.0,15,0,No Failure,merged,0,0,0,0,0,No Failure
3872,M18731,M,302.7,311.8,1728,30.0,12,0,No Failure,merged,0,0,0,0,0,No Failure
560,L47739,L,297.5,309.4,1503,40.6,144,0,No Failure,merged,0,0,0,0,0,No Failure
2480,L49659,L,299.0,308.5,1604,34.7,159,0,No Failure,merged,0,0,0,0,0,No Failure
9000,L56179,L,297.1,307.9,1492,39.4,171,0,No Failure,merged,0,0,0,0,0,No Failure
440,M15299,M,297.4,308.3,1535,34.6,51,0,No Failure,merged,0,0,0,0,0,No Failure
87,H29500,H,299.0,309.0,1436,43.9,20,0,No Failure,merged,0,0,0,0,0,No Failure
5597,M20456,M,302.7,312.0,1538,36.7,74,0,No Failure,merged,0,0,0,0,0,No Failure
4668,H34081,H,303.3,311.4,1651,30.6,50,0,No Failure,merged,0,0,0,0,0,No Failure
4338,L51517,L,301.6,309.9,1440,43.4,100,0,No Failure,merged,0,0,0,0,0,No Failure
793,L47972,L,296.8,307.8,1373,42.9,74,0,No Failure,merged,0,0,0,0,0,No Failure
1516,M16375,M,298.2,308.9,1614,35.5,15,0,No Failure,merged,0,0,0,0,0,No Failure
7923,L55102,L,300.7,311.9,1462,39.7,181,0,No Failure,merged,0,0,0,0,0,No Failure
7815,L54994,L,300.0,311.4,1927,24.6,132,0,No Failure,merged,0,0,0,0,0,No Failure
2882,M17741,M,300.6,309.6,1588,37.0,50,0,No Failure,merged,0,0,0,0,0,No Failure
8206,M23065,M,299.4,310.9,1446,47.3,12,0,No Failure,merged,0,0,0,0,0,No Failure
3941,L51120,L,302.3,311.5,1395,54.2,198,0,No Failure,merged,0,0,0,0,0,No Failure
4935,L52114,L,303.4,312.2,1580,35.8,90,0,No Failure,merged,0,0,0,0,0,No Failure
6542,L53721,L,301.4,310.7,1509,38.3,95,0,No Failure,merged,0,0,0,0,0,No Failure
3536,H32949,H,301.9,311.0,1672,29.9,13,0,No Failure,merged,0,0,0,0,0,No Failure
5119,M19978,M,304.2,313.6,1512,33.4,146,0,No Failure,merged,0,0,0,0,0,No Failure
7976,M22835,M,301.2,312.3,1548,38.3,87,0,No Failure,merged,0,0,0,0,0,No Failure
1707,L48886,L,298.2,307.8,1521,42.9,60,0,No Failure,merged,0,0,0,0,0,No Failure
3043,M17902,M,300.2,309.4,1459,43.9,39,0,No Failure,merged,0,0,0,0,0,No Failure
4442,L51621,L,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
1773,L48952,L,298.4,308.0,1508,47.9,25,0,No Failure,merged,0,0,0,0,0,No Failure
5845,L53024,L,301.4,311.1,1462,37.1,41,0,No Failure,merged,0,0,0,0,0,No Failure
4031,L51210,L,302.0,310.8,2143,17.3,227,0,No Failure,merged,0,0,0,0,0,No Failure
8782,L55961,L,297.6,308.7,1552,42.3,27,0,No Failure,merged,0,0,0,0,0,No Failure
6111,L53290,L,300.7,310.8,1534,41.3,69,0,No Failure,merged,0,0,0,0,0,No Failure
6474,H35887,H,300.4,309.5,1547,50.7,131,0,No Failure,merged,0,0,0,0,0,No Failure
9332,L56511,L,298.4,308.9,1496,37.9,194,0,No Failure,merged,0,0,0,0,0,No Failure
4733,L51912,L,303.3,311.7,1539,38.5,221,0,No Failure,merged,0,0,0,0,0,No Failure
1887,L49066,L,297.9,307.6,1503,40.7,124,0,No Failure,merged,0,0,0,0,0,No Failure
2770,M17629,M,300.0,309.6,1477,38.1,13,0,No Failure,merged,0,0,0,0,0,No Failure
6112,M20971,M,300.7,310.8,1486,41.2,71,0,No Failure,merged,0,0,0,0,0,No Failure
627,L47806,L,298.4,310.1,1533,35.2,92,0,No Failure,merged,0,0,0,0,0,No Failure
3488,M18347,M,301.8,310.8,1508,38.8,96,0,No Failure,merged,0,0,0,0,0,No Failure
7781,L54960,L,300.4,311.6,1815,23.5,49,0,No Failure,merged,0,0,0,0,0,No Failure
9575,H38988,H,299.7,310.8,1418,46.6,197,0,No Failure,merged,0,0,0,0,0,No Failure
8740,H38153,H,297.4,308.7,1429,37.6,118,0,No Failure,merged,0,0,0,0,0,No Failure
5864,M20723,M,301.4,311.1,1758,25.4,88,0,No Failure,merged,0,0,0,0,0,No Failure
4576,M19435,M,302.9,311.0,1437,49.9,55,0,No Failure,merged,0,0,0,0,0,No Failure
31,M14890,M,299.1,309.5,1339,48.2,86,0,No Failure,merged,0,0,0,0,0,No Failure
5591,M20450,M,302.5,311.9,1340,59.4,60,0,No Failure,merged,0,0,0,0,0,No Failure
968,M15827,M,295.9,306.6,1532,38.6,104,0,No Failure,merged,0,0,0,0,0,No Failure
8170,M23029,M,299.8,311.2,1745,26.3,150,0,No Failure,merged,0,0,0,0,0,No Failure
3075,L50254,L,300.1,309.2,1783,27.3,118,0,No Failure,merged,0,0,0,0,0,No Failure
2422,L49601,L,298.9,308.2,2384,15.0,19,0,No Failure,merged,0,0,0,0,0,No Failure
6366,M21225,M,299.9,309.5,1412,57.9,59,0,No Failure,merged,0,0,0,0,0,No Failure
9305,L56484,L,298.3,309.1,1537,43.0,123,0,No Failure,merged,0,0,0,0,0,No Failure
5639,L52818,L,302.6,312.1,1519,38.1,178,0,No Failure,merged,0,0,0,0,0,No Failure
9999,H39412,H,299.0,308.7,1408,48.5,25,0,No Failure,merged,0,0,0,0,0,No Failure
6041,M20900,M,300.7,311.1,1438,46.6,103,0,No Failure,merged,0,0,0,0,0,No Failure
1298,L48477,L,298.8,309.9,1428,42.4,132,0,No Failure,merged,0,0,0,0,0,No Failure
9478,M24337,M,298.8,309.6,1693,33.3,170,0,No Failure,merged,0,0,0,0,0,No Failure
5423,M20282,M,302.7,312.4,1422,44.5,49,0,No Failure,merged,0,0,0,0,0,No Failure
338,L47517,L,297.6,308.3,1742,27.7,13,0,No Failure,merged,0,0,0,0,0,No Failure
5021,L52200,L,304.1,313.1,1556,36.3,86,0,No Failure,merged,0,0,0,0,0,No Failure
8073,H37486,H,300.5,312.0,1375,43.2,108,0,No Failure,merged,0,0,0,0,0,No Failure
9496,H38909,H,299.3,310.0,1373,44.8,221,0,No Failure,merged,0,0,0,0,0,No Failure
600,H30013,H,297.7,309.7,1616,31.1,20,0,No Failure,merged,0,0,0,0,0,No Failure
3207,M18066,M,300.1,309.0,1612,33.0,34,0,No Failure,merged,0,0,0,0,0,No Failure
3134,H32547,H,300.2,309.6,1442,49.2,61,0,No Failure,merged,0,0,0,0,0,No Failure
1414,M16273,M,298.7,309.8,1528,36.7,197,0,No Failure,merged,0,0,0,0,0,No Failure
2159,M17018,M,299.5,309.0,1399,49.7,207,0,No Failure,merged,0,0,0,0,0,No Failure
1615,M16474,M,297.8,307.9,1802,25.8,43,0,No Failure,merged,0,0,0,0,0,No Failure
9492,M24351,M,299.0,309.7,1489,40.7,212,0,No Failure,merged,0,0,0,0,0,No Failure
9245,L56424,L,298.3,308.8,1767,27.3,168,0,No Failure,merged,0,0,0,0,0,No Failure
6880,H36293,H,300.8,311.2,2237,17.0,95,0,No Failure,merged,0,0,0,0,0,No Failure
5107,L52286,L,304.0,313.3,1519,36.7,117,0,No Failure,merged,0,0,0,0,0,No Failure
2583,L49762,L,299.2,309.0,1615,33.7,193,0,No Failure,merged,0,0,0,0,0,No Failure
4599,L51778,L,303.1,311.2,1399,49.2,111,0,No Failure,merged,0,0,0,0,0,No Failure
1049,L48228,L,296.5,307.6,1607,33.5,104,0,No Failure,merged,0,0,0,0,0,No Failure
4210,M19069,M,302.2,310.8,1422,47.0,3,0,No Failure,merged,0,0,0,0,0,No Failure
4054,M18913,M,301.9,310.9,2305,16.1,42,0,No Failure,merged,0,0,0,0,0,No Failure
4102,L51281,L,301.9,310.4,1884,23.4,163,0,No Failure,merged,0,0,0,0,0,No Failure
778,L47957,L,296.7,307.8,1382,47.5,37,0,No Failure,merged,0,0,0,0,0,No Failure
1479,L48658,L,298.3,309.4,1568,35.8,140,0,No Failure,merged,0,0,0,0,0,No Failure
6416,L53595,L,300.4,310.1,1503,42.2,196,0,No Failure,merged,0,0,0,0,0,No Failure
438,L47617,L,297.3,308.3,1538,38.5,47,0,No Failure,merged,0,0,0,0,0,No Failure
5774,H35187,H,301.6,311.2,1395,46.8,95,0,No Failure,merged,0,0,0,0,0,No Failure
2524,L49703,L,298.8,308.7,1635,35.2,47,0,No Failure,merged,0,0,0,0,0,No Failure
2788,M17647,M,300.3,309.6,1524,38.4,54,0,No Failure,merged,0,0,0,0,0,No Failure
9554,L56733,L,299.3,310.7,1495,39.2,144,0,No Failure,merged,0,0,0,0,0,No Failure
5947,L53126,L,300.7,310.8,1496,46.4,90,0,No Failure,merged,0,0,0,0,0,No Failure
5733,L52912,L,302.2,311.7,1412,44.5,204,0,No Failure,merged,0,0,0,0,0,No Failure
3,L47182,L,298.1,308.5,1498,49.4,5,0,No Failure,merged,0,0,0,0,0,No Failure
2317,L49496,L,299.2,308.8,1542,39.2,179,0,No Failure,merged,0,0,0,0,0,No Failure
6631,M21490,M,301.6,310.5,1414,49.3,106,0,No Failure,merged,0,0,0,0,0,No Failure
6064,L53243,L,301.1,311.1,1450,43.3,168,0,No Failure,merged,0,0,0,0,0,No Failure
1219,M16078,M,297.0,308.2,1702,30.7,124,0,No Failure,merged,0,0,0,0,0,No Failure
2893,L50072,L,300.7,309.6,1329,54.3,80,0,No Failure,merged,0,0,0,0,0,No Failure
1542,L48721,L,298.4,309.0,2304,15.1,89,0,No Failure,merged,0,0,0,0,0,No Failure
3297,M18156,M,301.2,310.3,1379,43.2,56,0,No Failure,merged,0,0,0,0,0,No Failure
7548,L54727,L,300.1,311.4,1430,40.9,93,0,No Failure,merged,0,0,0,0,0,No Failure
1552,L48731,L,298.4,308.8,1458,40.1,111,0,No Failure,merged,0,0,0,0,0,No Failure
4156,L51335,L,302.0,310.5,1370,44.4,85,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
6044,M20903,M,300.7,310.9,1468,41.8,112,0,No Failure,merged,0,0,0,0,0,No Failure
3990,L51169,L,302.2,311.3,1602,32.8,120,0,No Failure,merged,0,0,0,0,0,No Failure
6527,L53706,L,301.2,310.4,1515,38.4,51,0,No Failure,merged,0,0,0,0,0,No Failure
7949,L55128,L,300.8,311.7,1479,39.4,18,0,No Failure,merged,0,0,0,0,0,No Failure
4371,L51550,L,302.0,309.9,1308,57.6,197,1,Heat Dissipation Failure,merged,0,1,0,1,0,Heat Dissipation Failure
2378,M17237,M,299.2,308.3,1582,45.5,107,0,No Failure,merged,0,0,0,0,0,No Failure
3214,L50393,L,300.4,309.2,1752,29.0,52,0,No Failure,merged,0,0,0,0,0,No Failure
2726,L49905,L,299.8,309.4,1555,34.8,122,0,No Failure,merged,0,0,0,0,0,No Failure
9804,L56983,L,298.4,309.2,1692,29.8,137,0,No Failure,merged,0,0,0,0,0,No Failure
9899,L57078,L,298.7,309.2,1396,44.8,178,0,No Failure,merged,0,0,0,0,0,No Failure
122,L47301,L,298.9,308.7,1558,41.2,110,0,No Failure,merged,0,0,0,0,0,No Failure
7370,M22229,M,299.6,310.1,1646,29.6,73,0,No Failure,merged,0,0,0,0,0,No Failure
